"route","method","auth_required","status_code","working","notes"
"/api/marketing/personalized-offers","GET","public_or_guest","200","working","GET probe"
"/api/marketing/send-reminder","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/marketplace/dynamic-price","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/marketplace/nearby-shops","GET","public_or_guest","200","working","GET probe"
"/api/marketplace/route-order","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/medicine/info/{medicine_name}","GET","public_or_guest","200","working","GET probe"
"/api/medicines/alternatives","GET","public_or_guest","404","working","GET probe"
"/api/medicines/best-deals","GET","public_or_guest","200","working","GET probe"
"/api/medicines/compare","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/medicines/recognize-image","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/medicines/search","GET","public_or_guest","200","working","GET probe"
"/api/medicines/upload-image","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/offers/available","GET","public_or_guest","200","working","GET probe"
"/api/offers/best","GET","public_or_guest","200","working","GET probe"
"/api/orders/{order_id}/cancel","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/orders/{order_id}/location","GET","public_or_guest","200","working","GET probe"
"/api/orders/{order_id}/notify","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/orders/{order_id}/reschedule","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/orders/{order_id}/status","PUT","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/orders/{order_id}/track","GET","public_or_guest","200","working","GET probe"
"/api/orders/check/{order_id}","GET","public_or_guest","200","working","GET probe"
"/api/patient/request-medicine","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/patients/{patient_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/patients/{patient_id}","PUT","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/patients/{patient_id}/timeline","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/patients/register","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/patients/search","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pharmacy/analytics","GET","public_or_guest","422","working","GET probe"
"/api/pharmacy/auto-reorder","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/categories","GET","public_or_guest","200","working","GET probe"
"/api/pharmacy/expiry-alerts","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pharmacy/inventory","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pharmacy/inventory/{inventory_id}","DELETE","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/inventory/{inventory_id}/clearance","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/inventory/{inventory_id}/mark-sold","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/inventory/{inventory_id}/return-to-supplier","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/inventory/{inventory_id}/stock","PUT","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/inventory/bulk","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/medicines/add","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/medicines/barcode/{barcode}","GET","public_or_guest","200","working","GET probe"
"/api/pharmacy/medicines/bulk-upload","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/orders/{order_id}/accept","PUT","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/orders/{order_id}/prescription","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pharmacy/orders/{order_id}/status","PUT","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/orders/live","GET","public_or_guest","422","working","GET probe"
"/api/pharmacy/register","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pharmacy/search","GET","public_or_guest","200","working","GET probe"
"/api/pharmacy/stock-alerts","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pharmacy/stock-alerts/{alert_id}/resolve","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/{prescription_id}","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/prescription/{prescription_id}/download","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/prescription/{prescription_id}/image","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/prescription/{prescription_id}/review","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/analyze","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/analyze-upload","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/check-interactions","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/history","GET","public_or_guest","200","working","GET probe"
"/api/prescription/upload","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescription/verify","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescriptions/{prescription_id}","GET","public_or_guest","405","working","GET probe"
"/api/prescriptions/{prescription_id}/refill","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescriptions/{system_type}","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescriptions/auto-refill","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/prescriptions/patient/{patient_id}/active","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/pricing/dynamic/{product_id}","GET","public_or_guest","200","working","GET probe"
"/api/profiles/add","POST","patient","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/profiles/delete/{profile_id}","POST","patient","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/profiles/list","GET","patient","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/profiles/select","POST","patient","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/profiles/set-primary","POST","patient","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/profiles/verify-pin","POST","patient","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pure-ai/medicine-info","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pure-ai/prescription","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pure-ai/reschedule-appointment/{appointment_id}","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/pure-ai/schedule-followup","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/referral/claim","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/reports/ayurveda/dosha_distribution","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/reports/clinical","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/reports/financial/daily","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/api/social-proof/activity","GET","public_or_guest","200","working","GET probe"
"/api/startup/personalized-kits","GET","public_or_guest","200","working","GET probe"
"/api/store/categories","GET","public_or_guest","200","working","GET probe"
"/api/store/recommendations","GET","public_or_guest","200","working","GET probe"
"/api/superapp/dashboard","GET","public_or_guest","200","working","GET probe"
"/api/support/chat","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/telemedicine/ai-assist","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/telemedicine/analyze-symptoms","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/telemedicine/create-session","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/telemedicine/summary","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/telemedicine/summary/{session_id}","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/api/v1/delivery/assignments","GET","public_or_guest","200","working","GET probe"
"/api/v1/doctor/consultations","GET","public_or_guest","200","working","GET probe"
"/api/v1/lab/tests","GET","public_or_guest","200","working","GET probe"
"/api/v1/notifications","GET","public_or_guest","200","working","GET probe"
"/api/v1/patient/orders","GET","public_or_guest","200","working","GET probe"
"/api/v1/pharmacy/analytics","GET","public_or_guest","200","working","GET probe"
"/api/v1/pharmacy/inventory","GET","public_or_guest","200","working","GET probe"
"/api/v1/pharmacy/orders","GET","public_or_guest","200","working","GET probe"
"/api/v1/search","GET","public_or_guest","200","working","GET probe"
"/api/waitlist/join","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/appointments","GET","doctor","ERROR","broken","Operation is not valid due to the current state of the object."
"/auth/choose-role","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/auth/choose-role","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/auth/forgot-password","GET","public_or_guest","200","working","GET probe"
"/auth/login","GET","public_or_guest","200","working","GET probe"
"/auth/login","POST","mixed_or_csrf","NOT_RUN","not_exercised","Mutation endpoint not automatically executed in full audit."
"/auth/login/{role_slug}","GET","public_or_guest","200","working","GET probe"
"/auth/logout","GET","public_or_guest","ERROR","broken","Operation is not valid due to the current state of the object."
"/auth/register","GET","public_or_guest","422","working","GET probe"
"/auth/register/{role_slug}","GET","public_or_guest","200","working","GET probe"
"/auth/reset-password","GET","public_or_guest","422","working","GET probe"
"/auth/verify-email","GET","public_or_guest","422","working","GET probe"
